YEAR,ORI,AGENCY NAME,POPULATION,NUMBER OF MONTHS REPROTED,TOTAL COMMERCIAL SEX ACTS,TOTAL COMMERCIAL SEX ACTS CLEARED,TOTAL COMMERCIAL SEX ACTS JUVENILE CLEARED,TOTAL INVOLUNTARY SERVITUDE,TOTAL INVOLUNTARY SERVITUDE CLEARED,TOTAL INVOLUNTARY SERVITUDE JUVENILE CLEARED
2015,UT01106,BRIAN HEAD,86,12,0,0,0,0,0,0
2015,UT01108,ENOCH,"6,178",7,0,0,0,0,0,0
2015,UT01200,JUAB,"5,038",5,0,0,0,0,0,0
2015,UT01201,NEPHI,"5,537",7,0,0,0,0,0,0
2015,UT01305,BIG WATER,473,9,0,0,0,0,0,0
2015,UT01600,PIUTE,"1,471",11,0,0,0,0,0,0
2015,UT01700,RICH,"2,309",4,0,0,0,0,0,0
2015,UT01807,UNIVERSITY OF UTAH,0,6,0,0,0,0,0,0
2015,UT01828,GRANITE SCHOOL DISTRICT,0,6,0,0,0,0,0,0
2015,UT01842,COTTONWOOD HEIGHTS,"34,349",8,0,0,0,0,0,0
2015,UT01900,SAN JUAN,"9,657",11,0,0,0,0,0,0
2015,UT01901,BLANDING,"3,750",6,0,0,0,0,0,0
2015,UT01902,MONTICELLO,"2,004",6,0,0,0,0,0,0
2015,UT02000,SANPETE,"9,346",9,0,0,0,0,0,0
2015,UT02001,CENTERFIELD,"1,388",12,0,0,0,0,0,0
2015,UT02002,EPHRAIM,"6,546",11,0,0,0,0,0,0
2015,UT02003,FAIRVIEW,"1,277",8,0,0,0,0,0,0
2015,UT02004,FOUNTAIN GREEN,"1,092",12,0,0,0,0,0,0
2015,UT02008,MORONI,"1,457",12,0,0,0,0,0,0
2015,UT02009,MOUNT PLEASANT,"3,315",12,0,0,0,0,0,0
2015,UT02012,SPRING CITY,"1,004",12,0,0,0,0,0,0
2015,UT02013,SNOW COLLEGE,0,7,0,0,0,0,0,0
2015,UT02100,SEVIER,"10,828",8,0,0,0,0,0,0
2015,UT02101,RICHFIELD,"7,506",3,0,0,0,0,0,0
2015,UT02107,SALINA,"2,495",4,0,0,0,0,0,0
2015,UT02200,SUMMIT,"29,714",7,0,0,0,0,0,0
2015,UT02203,KAMAS,"2,033",11,0,0,0,0,0,0
2015,UT02205,PARK CITY,"8,169",10,0,0,0,0,0,0
2015,UT02305,STOCKTON,639,12,0,0,0,0,0,0
2015,UT02501,AMERICAN FORK/CEDAR HLLS,"38,945",9,0,0,0,0,0,0
2015,UT02502,LEHI,"58,526",11,0,0,0,0,0,0
2015,UT02503,OREM,"92,577",6,0,0,0,0,0,0
2015,UT02504,PAYSON,"19,563",12,0,0,0,0,0,0
2015,UT02508,SPRINGVILLE,"31,920",4,0,0,0,0,0,0
2015,UT02509,LONE PEAK,"28,229",9,0,0,0,0,0,0
2015,UT02510,SALEM,"7,446",7,0,0,0,0,0,0
2015,UT02511,SANTAQUIN/GENOLA,"11,754",11,0,0,0,0,0,0
2015,UT02514,MAPLETON,"9,336",8,0,0,0,0,0,0
2015,UT02519,UTAH VALLEY UNIVERSITY,0,8,0,0,0,0,0,0
2015,UT02520,UT CO MAJOR CRIMES TSKF,0,6,0,0,0,0,0,0
2015,UT02521,UT CNTY ATTRNY INVST DIV,0,12,0,0,0,0,0,0
2015,UT02601,HEBER,"14,194",10,0,0,0,0,0,0
2015,UT02700,WASHINGTON,"13,591",2,0,0,0,0,0,0
2015,UT02707,LA VERKIN,"4,189",10,0,0,0,0,0,0
2015,UT02709,SPRINGDALE,553,7,0,0,0,0,0,0
2015,UT02907,WEBER STATE UNIVERSITY,0,9,0,0,0,0,0,0
2015,UT02908,HARRISVILLE,"6,185",8,0,0,0,0,0,0
2015,UT02911,PLEASANT VIEW,"9,186",4,0,0,0,0,0,0
2015,WADI008,NISQUALLY TRIBAL,0,5,0,0,0,0,0,0
2015,WADI009,SUQUAMISH TRIBAL,0,4,0,0,0,0,0,0
2015,WADI012,SHOALWATER BAY TRIBAL,0,4,0,0,0,0,0,0
2015,WADI013,STILLAGUAMISH TRIBAL,0,1,0,0,0,0,0,0
2015,WADI051,SPOKANE AGENCY,0,3,0,0,0,0,0,0
2015,WADI054,QUINAULT INDIAN NATION,0,1,0,0,0,0,0,0
2015,WADI056,MAKAH TRIBAL,0,3,0,0,0,0,0,0
2015,WADI057,COLVILLE TRIBAL,0,3,0,0,0,0,0,0
2015,WADI058,YAKAMA NATION,0,1,0,0,0,0,0,0
2015,WADI061,KALISPEL TRIBAL,0,3,0,0,0,0,0,0
2015,WADI063,SAUK-SUIATTLE TRIBAL,0,11,0,0,0,0,0,0
2015,WADI065,UPPER SKAGIT TRIBAL,0,1,0,0,0,0,0,0
2015,WADI067,CHEHALIS TRIBAL,0,3,0,0,0,0,0,0
2015,WADI083,SNOQUALMIE TRIBAL,0,1,0,0,0,0,0,0
2015,WA00300,BENTON,"37,803",1,1,0,0,0,0,0
2015,WA00301,KENNEWICK,"78,214",1,1,0,0,0,0,0
2015,WA00505,HOH TRIBAL,0,6,0,0,0,0,0,0
2015,WA00509,LOWER ELWHA TRIBAL,0,2,0,0,0,0,0,0
2015,WA01707,KENT,"127,259",4,10,1,0,0,0,0
2015,WA01713,RENTON,"100,015",1,1,0,0,0,0,0
2015,WA03200,SPOKANE,"157,188",1,0,0,0,0,0,0
2015,,WASH,"500,479",,13,1,0,0,0,0
2015,WIMPD00,MILWAUKEE,"600,400",2,3,1,0,0,0,0
2015,WI04501,APPLETON,"74,310",1,1,0,0,0,0,0
2015,,WIS,"674,710",,4,1,0,0,0,0
2015,WY00100,ALBANY,"5,581",12,0,0,0,0,0,0
2015,WY00101,LARAMIE,"32,375",12,0,0,0,0,0,0
2015,WY00102,UNIVERSITY OF WYOMING,0,12,0,0,0,0,0,0
2015,WY00200,BIG HORN,"6,338",12,0,0,0,0,0,0
2015,WY00202,LOVELL,"2,415",4,0,0,0,0,0,0
2015,WY00203,GREYBULL,"1,874",12,0,0,0,0,0,0
2015,WY00300,CAMPBELL,"16,095",12,0,0,0,0,0,0
2015,WY00301,GILLETTE,"32,502",12,0,0,0,0,0,0
2015,WY00400,CARBON,"3,584",12,0,0,0,0,0,0
2015,WY00401,RAWLINS,"9,227",12,0,0,0,0,0,0
2015,WY00402,SARATOGA,"1,694",12,0,0,0,0,0,0
2015,WY00405,HANNA,829,12,0,0,0,0,0,0
2015,WY00500,CONVERSE,"5,004",12,0,0,0,0,0,0
2015,WY00501,DOUGLAS,"6,503",12,0,0,0,0,0,0
2015,WY00502,GLENROCK,"2,586",12,0,0,0,0,0,0
2015,WY00600,CROOK,"4,546",12,0,0,0,0,0,0
2015,WY00601,SUNDANCE,"1,252",12,0,0,0,0,0,0
2015,WY00603,MOORCROFT,"1,042",12,0,0,0,0,0,0
2015,WY00700,FREMONT,"21,914",12,0,0,0,0,0,0
2015,WY00701,LANDER,"7,677",12,0,0,0,0,0,0
2015,WY00702,RIVERTON,"11,013",12,0,0,0,0,0,0
2015,WY00800,GOSHEN,"6,705",12,0,0,0,0,0,0
2015,WY00801,TORRINGTON,"6,762",12,0,0,0,0,0,0
2015,WY00900,HOT SPRINGS,"1,769",12,0,0,0,0,0,0
2015,WY00901,THERMOPOLIS,"3,024",11,0,0,0,0,0,0
2015,WY01000,JOHNSON,"3,905",11,0,0,0,0,0,0
2015,WY01001,BUFFALO,"4,623",12,0,0,0,0,0,0
2015,WY01100,LARAMIE,"32,174",12,0,0,0,0,0,0
2015,WY01101,CHEYENNE,"63,619",12,0,0,0,1,0,0
2015,WY01102,PINE BLUFFS,"1,150",12,0,0,0,0,0,0
2015,WY01200,LINCOLN,"12,018",12,0,0,0,0,0,0
2015,WY01201,AFTON,"1,982",12,0,0,0,0,0,0
2015,WY01202,KEMMERER,"2,753",11,0,0,0,0,0,0
2015,WY01203,DIAMONDVILLE,741,11,0,0,0,0,0,0
2015,WY01300,NATRONA,"14,802",12,0,0,0,0,0,0
2015,WY01301,CASPER,"61,355",12,0,0,0,0,0,0
2015,WY01302,MILLS,"3,750",11,0,0,0,0,0,0
2015,WY01304,EVANSVILLE,"2,888",12,0,0,0,0,0,0
2015,WY01500,PARK,"12,798",12,0,0,0,0,0,0
2015,WY01501,CODY,"9,789",12,0,0,0,0,0,0
2015,WY01502,POWELL,"6,429",12,0,0,0,0,0,0
2015,WY01600,PLATTE,"3,911",11,0,0,0,0,0,0
2015,WY01601,WHEATLAND,"3,666",12,0,0,0,0,0,0
2015,WY01700,SHERIDAN,"11,098",12,0,0,0,0,0,0
2015,WY01701,SHERIDAN,"18,030",12,0,0,0,0,0,0
2015,WY01704,NORTHERN WY COM COL DIST,0,12,0,0,0,0,0,0
2015,WY01800,SUBLETTE,"9,962",12,0,0,0,0,0,0
2015,WY01900,SWEETWATER,"8,127",12,0,0,0,0,0,0
2015,WY01901,GREEN RIVER,"12,686",12,0,0,0,0,0,0
2015,WY01902,ROCK SPRINGS,"24,314",12,0,0,0,0,0,0
2015,WY02001,JACKSON,"10,668",12,0,0,0,0,0,0
2015,WY02100,UINTA,"8,596",12,0,0,0,0,0,0
2015,WY02101,EVANSTON,"12,146",12,0,0,0,0,0,0
2015,WY02200,WASHAKIE,"2,888",12,0,0,0,0,0,0
2015,WY02201,WORLAND,"5,335",10,0,0,0,0,0,0
2015,WY02300,WESTON,"2,551",11,0,0,0,0,0,0
2015,WY02301,NEWCASTLE,"3,512",12,0,0,0,0,0,0
2015,,WYO,"564,577",,0,0,0,1,0,0
2015,HI00100,HAWAII POLICE DEPARTMENT,"196,167",6,0,0,0,0,0,0
2015,HI00200,HONOLULU,"999,307",3,2,0,0,0,0,0
2015,HI00400,KAUAI POLICE DEPARTMENT,"71,203",6,0,0,0,0,0,0
2015,,HAWAII,"1,266,677",,2,0,0,0,0,0
2015,VI00100,ST. THOMAS,0,3,0,0,0,0,0,0
2015,,NATION,"47,547,291",,589,216,2,208,74,1
2016,AZCCHPX,AZ DEPT OF PUBLIC SAFETY,0,0,0,0,0,0,0,0
2016,AZ00100,APACHE,"62,115",0,0,0,0,0,0,0
2016,AZ00101,EAGAR,"4,917",0,0,0,0,0,0,0
2016,AZ00105,SPRINGERVILLE,"1,968",0,0,0,0,0,0,0
2016,AZ00200,COCHISE,"51,016",0,0,0,0,0,0,0
2016,AZ00205,DOUGLAS,"16,757",0,0,0,0,0,0,0
2016,AZ00209,SIERRA VISTA,"45,144",0,0,0,0,0,0,0
2016,AZ00213,WILLCOX,"3,617",0,0,0,0,0,0,0
2016,AZ00307,WILLIAMS,"2,994",0,0,0,0,0,0,0
2016,AZ00308,PAGE,"7,328",0,0,0,0,0,0,0
2016,AZ00401,GLOBE,"7,361",0,0,0,0,0,0,0
2016,AZ00403,HAYDEN,994,0,0,0,0,0,0,0
2016,AZ00405,MIAMI,"1,787",0,0,0,0,0,0,0
2016,AZ00407,WINKELMAN,346,0,0,0,0,0,0,0
2016,AZ00503,SAFFORD,"9,644",0,0,0,0,0,0,0
2016,AZ00600,GREENLEE,"5,747",0,0,0,0,0,0,0
2016,AZ00601,CLIFTON,"3,555",0,0,0,0,0,0,0
2016,AZ00700,MARICOPA,"408,648",0,0,0,0,0,0,0
2016,AZ00701,AVONDALE,"79,472",0,0,0,0,0,0,0
2016,AZ00703,BUCKEYE,"58,126",0,0,0,0,0,0,0
2016,AZ00705,CHANDLER,"252,369",2,3,0,0,0,0,0
2016,AZ00707,EL MIRAGE,"33,307",0,0,0,0,0,0,0
2016,AZ00713,GLENDALE,"236,780",0,0,0,0,0,0,0
2016,AZ00715,GOODYEAR,"74,826",0,0,0,0,0,0,0
2016,AZ00717,MESA,"462,092",6,12,4,0,0,0,0
2016,AZ00719,PARADISE VALLEY,"13,537",0,0,0,0,0,0,0
2016,AZ00721,PEORIA,"164,722",0,0,0,0,0,0,0
2016,AZ00723,PHOENIX,"1,529,852",1,1,0,0,0,0,0
2016,AZ00725,SCOTTSDALE,"229,325",2,2,0,0,0,0,0
2016,AZ00729,TEMPE,"169,812",0,0,0,0,0,0,0
2016,AZ00733,WICKENBURG,"6,657",0,0,0,0,0,0,0
2016,AZ00797,"AZ STATE UNIV, MAIN CAMP",0,0,0,0,0,0,0,0
2016,AZ00800,MOHAVE,"79,686",0,0,0,0,0,0,0
2016,AZ00801,KINGMAN,"28,526",0,0,0,0,0,0,0
2016,AZ00900,NAVAJO,"68,904",0,0,0,0,0,0,0
2016,AZ00901,HOLBROOK,"4,982",0,0,0,0,0,0,0
2016,AZ00903,SHOW LOW,"10,741",0,0,0,0,0,0,0
2016,AZ00909,WINSLOW,"9,422",0,0,0,0,0,0,0
2016,AZ01000,PIMA,"366,269",0,0,0,0,0,0,0
2016,AZ01003,TUCSON,"527,328",0,0,0,0,0,0,0
2016,AZ01097,UNIVERSITY OF ARIZONA,0,0,0,0,0,0,0,0
2016,AZ01100,PINAL,"199,868",0,0,0,0,0,0,0
2016,AZ01101,CASA GRANDE,"50,207",0,0,0,0,0,0,0
2016,AZ01103,COOLIDGE,"11,841",0,0,0,0,0,0,0
2016,AZ01105,ELOY,"17,001",0,0,0,0,0,0,0
2016,AZ01107,FLORENCE,"25,068",0,0,0,0,0,0,0
2016,AZ01109,KEARNY,"2,038",0,0,0,0,0,0,0
2016,AZ01111,MAMMOTH,"1,490",0,0,0,0,0,0,0
2016,AZ01117,MARICOPA,"45,742",1,1,1,0,0,0,0
2016,AZ01197,CENTRAL ARIZONA COLLEGE,0,0,0,0,0,0,0,0
2016,AZ01200,SANTA CRUZ,"25,711",0,0,0,0,0,0,0
2016,AZ01201,NOGALES,"20,382",0,0,0,0,0,0,0
2016,AZ01300,YAVAPAI,"91,529",0,0,0,0,0,0,0
2016,AZ01303,COTTONWOOD,"11,490",0,0,0,0,0,0,0
2016,AZ01305,JEROME,449,0,0,0,0,0,0,0
2016,AZ01307,PRESCOTT,"40,992",0,0,0,0,0,0,0
2016,AZ01497,ARIZONA WESTERN COLLEGE,0,0,0,0,0,0,0,0
2016,,ARIZ,"5,584,481",,19,5,0,0,0,0
2016,FL00100,ALACHUA,"112,714",1,1,1,0,0,0,0
2016,FL00101,GAINESVILLE,"128,185",1,0,0,0,0,0,0
2016,FL00104,HIGH SPRINGS,"5,582",1,0,0,0,0,0,0
2016,FL00106,UNIVERSITY OF FLORIDA,0,1,0,0,0,0,0,0
2016,FL00108,ALACHUA,"9,456",1,0,0,0,0,0,0
2016,FL00125,WALDO,"1,013",1,0,0,0,0,0,0
2016,FL00127,SANTA FE COLLEGE,0,1,0,0,0,0,0,0
2016,FL00129,"DOC, OIG: ALACHUA COUNTY",0,1,0,0,0,0,0,0
2016,FL00150,DAB&T: ALACHUA COUNTY,0,1,0,0,0,0,0,0
2016,FL00180,FGC: ALACHUA COUNTY,0,1,0,0,0,0,0,0
2016,FL00190,HP: ALACHUA COUNTY,0,1,0,0,0,0,0,0
2016,FL00200,BAKER,"27,213",1,0,0,0,0,0,0
2016,FL00204,"DOC, OIG: BAKER COUNTY",0,1,0,0,0,0,0,0
2016,FL00250,DAB&T: BAKER COUNTY,0,1,0,0,0,0,0,0
2016,FL00280,FGC: BAKER COUNTY,0,1,0,0,0,0,0,0
2016,FL00290,HP: BAKER COUNTY,0,1,0,0,0,0,0,0
2016,FL00300,BAY,"94,012",1,0,0,0,0,0,0
2016,FL00301,PANAMA CITY,"37,204",1,0,0,0,0,0,0
2016,FL00304,MEXICO BEACH,"1,132",1,0,0,0,0,0,0
2016,FL00305,SPRINGFIELD,"9,249",1,0,0,0,0,0,0
2016,FL00306,PANAMA CITY BEACH,"12,186",1,1,1,0,0,0,0
2016,FL00307,LYNN HAVEN,"19,565",1,0,0,0,0,0,0
2016,FL00311,FL ST UNIV: PANAMA CITY,0,1,0,0,0,0,0,0
2016,FL00313,NW FL BEACHES INTNL ARPT,0,1,0,0,0,0,0,0
2016,FL00316,"DOC, OIG: BAY COUNTY",0,1,0,0,0,0,0,0
2016,FL00326,PARKER,"4,503",1,0,0,0,0,0,0
2016,FL00350,DAB&T: BAY COUNTY,0,1,0,0,0,0,0,0
2016,FL00380,FGC: BAY COUNTY,0,1,0,0,0,0,0,0
2016,FL00390,HP: BAY COUNTY,0,1,0,0,0,0,0,0
2016,FL00400,BRADFORD,"20,078",1,0,0,0,0,0,0
2016,FL00401,STARKE,"5,387",1,0,0,0,0,0,0
2016,FL00402,HAMPTON,481,1,0,0,0,0,0,0
2016,FL00403,LAWTEY,714,1,0,0,0,0,0,0
2016,FL00405,"DOC, OIG: BRADFORD CNTY",0,1,0,0,0,0,0,0
2016,FL00450,DAB&T: BRADFORD COUNTY,0,1,0,0,0,0,0,0
2016,FL00480,FGC: BRADFORD COUNTY,0,1,0,0,0,0,0,0
2016,FL00490,HP: BRADFORD COUNTY,0,1,0,0,0,0,0,0
2016,FL00500,BREVARD,"229,877",1,0,0,0,0,0,0
2016,FL00502,COCOA,"17,289",1,0,0,0,0,0,0
2016,FL00503,COCOA BEACH,"11,347",1,0,0,0,0,0,0
2016,FL00505,INDIALANTIC,"2,763",1,0,0,0,0,0,0
2016,FL00506,INDIAN HARBOUR BEACH,"8,308",1,0,0,0,0,0,0
2016,FL00507,MELBOURNE,"77,797",1,0,0,0,0,0,0
2016,FL00508,MELBOURNE BEACH,"3,145",1,0,0,0,0,0,0
2016,FL00509,ROCKLEDGE,"25,785",1,0,0,0,0,0,0
2016,FL00510,SATELLITE BEACH,"10,384",1,0,0,0,0,0,0
2016,FL00511,TITUSVILLE,"44,310",1,0,0,0,0,0,0
2016,FL00512,PALM BAY,"105,287",1,0,0,0,0,0,0
2016,FL00515,MELBOURNE VILLAGE,669,1,0,0,0,0,0,0
2016,FL00516,WEST MELBOURNE,"19,988",1,0,0,0,0,0,0
2016,FL00518,MELBOURNE INTRNL AIRPORT,0,1,0,0,0,0,0,0
2016,FL00520,"DOC, OIG: BREVARD COUNTY",0,1,0,0,0,0,0,0
2016,FL00550,DAB&T: BREVARD COUNTY,0,1,0,0,0,0,0,0
2016,FL00580,FGC: BREVARD COUNTY,0,1,0,0,0,0,0,0
2016,FL00590,HP: BREVARD COUNTY,0,1,0,0,0,0,0,0
2016,FL00592,PORT CANAVERAL,0,1,0,0,0,0,0,0
2016,FL00600,BROWARD,"31,438",1,0,0,0,0,0,0
2016,FL00601,DANIA,"30,996",1,0,0,0,0,0,0
2016,FL00602,DEERFIELD BEACH,"78,773",1,0,0,0,0,0,0
2016,FL00603,FORT LAUDERDALE,"174,056",1,4,3,0,0,0,0
2016,FL00604,HALLANDALE,"39,000",1,0,0,0,0,0,0
2016,FL00605,HOLLYWOOD,"147,918",1,0,0,0,0,0,0
2016,FL00606,PLANTATION,"91,549",1,1,1,0,0,0,0
2016,FL00607,POMPANO BEACH,"105,523",1,0,0,0,0,0,0
2016,FL00608,PEMBROKE PINES,"164,372",1,0,0,0,0,0,0
2016,FL00609,WILTON MANORS,"12,223",1,0,0,0,0,0,0
2016,FL00610,COOPER CITY,"35,676",1,0,0,0,0,0,0
2016,FL00611,COCONUT CREEK,"57,766",1,0,0,0,0,0,0
2016,FL00612,DAVIE,"98,010",1,0,0,0,0,0,0
2016,FL00614,HILLSBORO BEACH,"1,981",1,0,0,0,0,0,0
2016,FL00616,LAUDERDALE-BY-THE-SEA,"6,385",1,0,0,0,0,0,0
2016,FL00617,LAUDERDALE LAKES,"34,403",1,0,0,0,0,0,0
2016,FL00618,LAUDERHILL,"70,506",1,0,0,0,0,0,0
2016,FL00620,LIGHTHOUSE POINT,"10,943",1,0,0,0,0,0,0
2016,FL00621,MARGATE,"55,982",1,0,0,0,0,0,0
2016,FL00622,MIRAMAR,"132,352",1,0,0,0,0,0,0
2016,FL00623,NORTH LAUDERDALE,"43,167",1,0,0,0,0,0,0
2016,FL00624,OAKLAND PARK,"43,745",1,0,0,0,0,0,0
2016,FL00626,SEA RANCH LAKES,712,1,0,0,0,0,0,0
2016,FL00627,SUNRISE,"91,544",1,0,0,0,0,0,0
2016,FL00628,CORAL SPRINGS,"127,939",1,0,0,0,0,0,0
2016,FL00630,PEMBROKE PARK,"6,208",1,0,0,0,0,0,0
2016,FL00631,TAMARAC,"63,796",1,0,0,0,0,0,0
2016,FL00632,FORT LAUDERDALE AIRPORT,0,1,0,0,0,0,0,0
2016,FL00633,PARKLAND,"27,164",1,0,0,0,0,0,0
2016,FL00634,SEMINOLE TRIBAL,0,1,0,0,0,0,0,0
2016,FL00638,SOUTHWEST RANCHES,"7,757",1,0,0,0,0,0,0
2016,FL00640,DEP DLE: BROWARD COUNTY,0,1,0,0,0,0,0,0
2016,FL00641,WEST PARK,"14,904",1,0,0,0,0,0,0
2016,FL00644,"DOC, OIG: BROWARD COUNTY",0,1,0,0,0,0,0,0
2016,FL00650,DAB&T: BROWARD COUNTY,0,1,0,0,0,0,0,0
2016,FL00670,DEPT OF INS: BROWARD CTY,0,1,0,0,0,0,0,0
2016,FL00680,FGC: BROWARD COUNTY,0,1,0,0,0,0,0,0
2016,FL00688,WESTON,"69,129",1,0,0,0,0,0,0
2016,FL00690,HP: BROWARD COUNTY,0,1,0,0,0,0,0,0
2016,FL00699,PORT EVERGLADES,0,1,0,0,0,0,0,0
2016,FL00700,CALHOUN,"11,727",1,0,0,0,0,0,0
2016,FL00701,ALTHA,538,1,0,0,0,0,0,0
2016,FL00702,BLOUNTSTOWN,"2,546",1,0,0,0,0,0,0
2016,FL00703,"DOC, OIG: CALHOUN COUNTY",0,1,0,0,0,0,0,0
2016,FL00750,DAB&T: CALHOUN COUNTY,0,1,0,0,0,0,0,0
2016,FL00780,FGC: CALHOUN COUNTY,0,1,0,0,0,0,0,0
2016,FL00790,HP: CALHOUN COUNTY,0,1,0,0,0,0,0,0
2016,FL00800,CHARLOTTE,"149,993",1,0,0,0,0,0,0
2016,FL00801,"DOC, OIG: CHARLOTTE CNTY",0,1,0,0,0,0,0,0
2016,FL00802,PUNTA GORDA,"17,305",1,0,0,0,0,0,0
2016,FL00850,DAB&T: CHARLOTTE COUNTY,0,1,0,0,0,0,0,0
2016,FL00880,FGC: CHARLOTTE COUNTY,0,1,0,0,0,0,0,0
2016,FL00890,HP: CHARLOTTE COUNTY,0,1,0,0,0,0,0,0
2016,FL00900,CITRUS,"136,826",1,0,0,0,0,0,0
2016,FL00903,"DOC, OIG: CITRUS COUNTY",0,1,0,0,0,0,0,0
2016,FL00950,DAB&T: CITRUS COUNTY,0,1,0,0,0,0,0,0
2016,FL00980,FGC: CITRUS COUNTY,0,1,0,0,0,0,0,0
2016,FL00990,HP: CITRUS COUNTY,0,1,0,0,0,0,0,0
2016,FL01000,CLAY,"183,577",1,0,0,0,0,0,0
2016,FL01001,GREEN COVE SPRINGS,"7,062",1,0,0,0,0,0,0
2016,FL01002,ORANGE PARK,"8,605",1,0,0,0,0,0,0
2016,FL01005,"DOC, OIG: CLAY COUNTY",0,1,0,0,0,0,0,0
2016,FL01050,DAB&T: CLAY COUNTY,0,1,0,0,0,0,0,0
2016,FL01080,FGC: CLAY COUNTY,0,1,0,0,0,0,0,0
2016,FL01090,HP: CLAY COUNTY,0,1,0,0,0,0,0,0
2016,FL01100,COLLIER,"308,654",1,3,0,0,1,0,0
2016,FL01101,NAPLES,"20,779",1,0,0,0,0,0,0
2016,FL01103,MARCO ISLAND,"17,343",1,0,0,0,0,0,0
2016,FL01106,"DOC, OIG: COLLIER COUNTY",0,1,0,0,0,0,0,0
2016,FL01150,DAB&T: COLLIER COUNTY,0,1,0,0,0,0,0,0
2016,FL01180,FGC: COLLIER COUNTY,0,1,0,0,0,0,0,0
2016,FL01190,HP: COLLIER COUNTY,0,1,0,0,0,0,0,0
2016,FL01200,COLUMBIA,"55,946",1,0,0,0,0,0,0
2016,FL01201,LAKE CITY,"12,121",1,0,0,0,0,0,0
2016,FL01205,"DOC, OIG: COLUMBIA CNTY",0,1,0,0,0,0,0,0
2016,FL01250,DAB&T: COLUMBIA COUNTY,0,1,0,0,0,0,0,0
2016,FL01280,FGC: COLUMBIA COUNTY,0,1,0,0,0,0,0,0
2016,FL01290,HP: COLUMBIA COUNTY,0,1,0,0,0,0,0,0
2016,FL01300,MIAMI-DADE,"1,195,232",1,42,14,0,0,0,0
2016,FL01301,BAL HARBOUR VILLAGE,"2,636",1,0,0,0,0,0,0
2016,FL01302,CORAL GABLES,"50,316",1,0,0,0,0,0,0
2016,FL01303,FLORIDA CITY,"12,158",1,0,0,0,0,0,0
2016,FL01304,HIALEAH,"235,446",1,0,0,0,2,2,0
2016,FL01305,HOMESTEAD,"64,938",1,0,0,0,0,0,0
2016,FL01306,MIAMI,"421,996",1,0,0,0,0,0,0
2016,FL01307,MIAMI BEACH,"91,771",1,3,3,0,2,2,0
2016,FL01308,MIAMI SHORES,"10,729",1,0,0,0,0,0,0
2016,FL01309,MIAMI SPRINGS,"14,435",1,0,0,0,0,0,0
2016,FL01310,NORTH MIAMI BEACH,"43,657",1,0,0,0,0,0,0
2016,FL01311,DORAL,"51,350",1,0,0,0,0,0,0
2016,FL01312,OPA LOCKA,"16,146",1,0,0,0,0,0,0
2016,FL01313,SURFSIDE,"6,003",1,0,0,0,0,0,0
2016,FL01314,BISCAYNE PARK,"3,205",1,0,0,0,0,0,0
2016,FL01315,EL PORTAL,"2,409",1,0,0,0,0,0,0
2016,FL01316,HIALEAH GARDENS,"22,855",1,0,0,0,0,0,0
2016,FL01317,NORTH BAY VILLAGE,"7,463",1,0,0,0,0,0,0
2016,FL01318,NORTH MIAMI,"61,501",1,0,0,0,0,0,0
2016,FL01319,SOUTH MIAMI,"12,189",1,0,0,0,0,0,0
2016,FL01320,VIRGINIA GARDENS,"2,481",1,0,0,0,0,0,0
2016,FL01321,WEST MIAMI,"6,306",1,0,0,0,0,0,0
2016,FL01322,BAY HARBOR ISLANDS,"5,907",1,0,0,0,0,0,0
2016,FL01324,GOLDEN BEACH,958,1,0,0,0,0,0,0
2016,FL01325,INDIAN CREEK VILLAGE,91,1,0,0,0,0,0,0
2016,FL01327,MEDLEY,843,1,0,0,0,0,0,0
2016,FL01329,SWEETWATER,"20,719",1,0,0,0,0,0,0
2016,FL01330,"DLE: MIAMI-DADE CO,MIAMI",0,1,0,0,0,0,0,0
2016,FL01331,FLORIDA INTERNATIONAL UN,0,1,0,0,0,0,0,0
2016,FL01337,MIAMI-DADE CNTY PUB SCHL,0,1,0,0,0,0,0,0
2016,FL01339,MICCOSUKEE TRIBAL,0,1,0,0,0,0,0,0
2016,FL01340,DEP DLE: MIAMI-DADE CNTY,0,1,0,0,0,0,0,0
2016,FL01343,KEY BISCAYNE,"12,946",1,0,0,0,0,0,0
2016,FL01347,"DOC, OIG: MIAMI-DADE CTY",0,1,0,0,0,0,0,0
2016,FL01350,DAB&T: MIAMI-DADE COUNTY,0,1,0,0,0,0,0,0
2016,FL01351,SUNNY ISLES BEACH,"21,931",1,0,0,0,0,0,0
2016,FL01367,CUTLER BAY,"44,080",1,0,0,0,0,0,0
2016,FL01370,DEPT OF INS:MIAMI-DADE C,0,1,0,0,0,0,0,0
2016,FL01381,FGC: MIAMI-DADE COUNTY,0,1,0,0,0,0,0,0
2016,FL01390,HP: MIAMI-DADE COUNTY,0,1,0,0,0,0,0,0
2016,FL01391,AVENTURA,"37,537",1,0,0,0,0,0,0
2016,FL01392,VILLAGE OF PINECREST,"19,241",1,0,0,0,0,0,0
2016,FL01393,MIAMI LAKES,"30,854",1,0,0,0,0,0,0
2016,FL01395,PALMETTO BAY,"24,558",1,0,0,0,0,0,0
2016,FL01397,MIAMI GARDENS,"112,373",1,0,0,0,0,0,0
2016,FL01400,DESOTO,"27,072",1,0,0,0,0,0,0
2016,FL01401,ARCADIA,"7,621",1,0,0,0,0,0,0
