YEAR,ORI,AGENCY NAME,POPULATION,NUMBER OF MONTHS REPROTED,TOTAL COMMERCIAL SEX ACTS,TOTAL COMMERCIAL SEX ACTS CLEARED,TOTAL COMMERCIAL SEX ACTS JUVENILE CLEARED,TOTAL INVOLUNTARY SERVITUDE,TOTAL INVOLUNTARY SERVITUDE CLEARED,TOTAL INVOLUNTARY SERVITUDE JUVENILE CLEARED
2014,IL06021,PONTOON BEACH,"5,651",12,0,0,0,0,0,0
2014,IL06023,GLEN CARBON,"12,948",12,0,0,0,0,0,0
2014,IL06024,MARINE,943,12,0,0,0,0,0,0
2014,IL06038,GRANTFORK,332,12,0,0,0,0,0,0
2014,IL06039,NORFLK STHRN RW: MADISON,0,12,0,0,0,0,0,0
2014,IL06041,GODFREY,"17,841",12,0,0,0,0,0,0
2014,IL06094,TERMINAL RAILROAD ASSCTN,0,12,0,0,0,0,0,0
2014,IL06100,MARION,"17,488",12,0,0,0,0,0,0
2014,IL06101,CENTRAL CITY,"1,128",2,0,0,0,0,0,0
2014,IL06102,CENTRALIA,"12,727",12,0,0,0,0,0,0
2014,IL06104,SALEM,"7,318",12,0,0,0,0,0,0
2014,IL06106,WAMAC,"1,144",5,0,0,0,0,0,0
2014,IL06109,PATOKA,569,12,0,0,0,0,0,0
2014,IL06200,MARSHALL,"6,443",12,0,0,0,0,0,0
2014,IL06201,HENRY,"2,338",12,0,0,0,0,0,0
2014,IL06202,LACON,"1,833",12,0,0,0,0,0,0
2014,IL06300,MASON,"6,821",12,0,0,0,0,0,0
2014,IL06301,HAVANA,"3,176",12,0,0,0,0,0,0
2014,IL06306,EASTON,306,6,0,0,0,0,0,0
2014,IL06400,MASSAC,"8,535",12,0,0,0,0,0,0
2014,IL06403,METROPOLIS,"6,442",12,0,0,0,0,0,0
2014,IL06500,MENARD,"8,390",12,0,0,0,0,0,0
2014,IL06502,ATHENS,"1,961",12,0,0,0,0,0,0
2014,IL06601,ALEDO,"3,641",12,0,0,0,0,0,0
2014,IL06700,MONROE,"12,109",12,0,0,0,0,0,0
2014,IL06701,COLUMBIA,"10,070",12,0,0,0,0,0,0
2014,IL06702,WATERLOO,"10,176",12,0,0,0,0,0,0
2014,IL06703,VALMEYER,"1,261",12,0,0,0,0,0,0
2014,IL06800,MONTGOMERY,"11,686",12,0,0,0,0,0,0
2014,IL06801,HILLSBORO,"6,123",12,0,0,0,0,0,0
2014,IL06802,LITCHFIELD,"6,787",12,0,0,0,0,0,0
2014,IL06803,NOKOMIS,"2,212",12,0,0,0,0,0,0
2014,IL06804,RAYMOND,987,12,0,0,0,0,0,0
2014,IL06805,WITT,883,12,0,0,0,0,0,0
2014,IL06807,IRVING,480,12,0,0,0,0,0,0
2014,IL06900,MORGAN,"9,593",12,0,0,0,0,0,0
2014,IL06901,JACKSONVILLE,"19,176",12,0,0,0,0,0,0
2014,IL06903,WAVERLY,"1,271",12,0,0,0,0,0,0
2014,IL06904,SOUTH JACKSONVILLE,"3,281",12,0,0,0,0,0,0
2014,IL07002,LOVINGTON,"1,113",12,0,0,0,0,0,0
2014,IL07100,OGLE,"28,795",12,0,0,0,0,0,0
2014,IL07101,FORRESTON,"1,391",9,0,0,0,0,0,0
2014,IL07103,OREGON,"3,602",12,0,0,0,0,0,0
2014,IL07104,POLO,"2,278",12,0,0,0,0,0,0
2014,IL07106,BYRON,"3,669",12,0,0,0,0,0,0
2014,IL07200,PEORIA,"49,522",12,0,0,0,0,0,0
2014,IL07201,BARTONVILLE,"6,473",12,0,0,0,0,0,0
2014,IL07203,CHILLICOTHE,"6,185",12,0,0,0,0,0,0
2014,IL07204,ELMWOOD,"2,117",12,0,0,0,0,0,0
2014,IL07207,PEORIA,"116,923",12,0,0,0,0,0,0
2014,IL07209,PEORIA HEIGHTS,"6,074",12,0,0,0,0,0,0
2014,IL07212,GLASFORD,"1,015",12,0,0,0,0,0,0
2014,IL07213,NORWOOD,482,12,0,0,0,0,0,0
2014,IL07300,PERRY,"9,646",12,0,0,0,0,0,0
2014,IL07301,DU QUOIN,"5,946",12,0,0,0,0,0,0
2014,IL07302,PINCKNEYVILLE,"5,552",12,0,0,0,0,0,0
2014,IL07400,PIATT,"8,894",12,0,0,0,0,0,0
2014,IL07403,MONTICELLO,"5,509",12,0,0,0,0,0,0
2014,IL07500,PIKE,"9,358",12,0,0,0,0,0,0
2014,IL07501,BARRY,"1,287",12,0,0,0,0,0,0
2014,IL07503,PITTSFIELD,"4,482",12,0,0,0,0,0,0
2014,IL07504,PLEASANT HILL,945,12,0,0,0,0,0,0
2014,IL07700,PULASKI,"4,842",12,0,0,0,0,0,0
2014,IL07800,PUTNAM,"4,396",12,0,0,0,0,0,0
2014,IL07900,RANDOLPH,"13,625",12,1,0,0,1,0,0
2014,IL07901,CHESTER,"8,418",12,0,0,0,0,0,0
2014,IL07902,RED BUD,"3,602",12,0,0,0,0,0,0
2014,IL07903,SPARTA,"4,363",12,0,0,0,0,0,0
2014,IL07909,RUMA,312,12,0,0,0,0,0,0
2014,IL08000,RICHLAND,"7,052",12,0,0,0,0,0,0
2014,IL08001,OLNEY,"9,108",12,0,0,0,0,0,0
2014,IL08100,ROCK ISLAND,"24,338",12,0,0,0,0,0,0
2014,IL08103,COAL VALLEY,"3,748",12,0,0,0,0,0,0
2014,IL08104,EAST MOLINE,"21,373",12,0,0,0,0,0,0
2014,IL08105,MILAN,"5,130",12,0,0,0,0,0,0
2014,IL08106,MOLINE,"43,017",12,0,0,0,1,0,0
2014,IL08108,ROCK ISLAND,"38,844",12,0,0,0,0,0,0
2014,IL08109,SILVIS,"7,627",12,0,0,0,0,0,0
2014,IL08111,HAMPTON,"1,860",12,0,0,0,0,0,0
2014,IL08113,BLACK HAWK COL: MOLINE,0,12,0,0,0,0,0,0
2014,IL08114,HILLSDALE,515,12,0,0,0,0,0,0
2014,IL08200,ST. CLAIR,"53,658",12,0,0,0,0,0,0
2014,IL08202,BELLEVILLE,"42,605",12,0,0,0,0,0,0
2014,IL08203,CAHOKIA,"14,616",12,0,0,0,0,0,0
2014,IL08204,CASEYVILLE,"4,080",12,0,0,0,0,0,0
2014,IL08206,DUPO,"3,969",12,0,0,0,0,0,0
2014,IL08207,EAST ST. LOUIS,"26,523",12,0,0,0,0,0,0
2014,IL08208,FREEBURG,"4,290",12,0,0,0,0,0,0
2014,IL08209,LEBANON,"4,438",12,0,0,0,0,0,0
2014,IL08210,MARISSA,"1,878",12,0,0,0,0,0,0
2014,IL08211,MASCOUTAH,"7,963",12,0,0,0,0,0,0
2014,IL08212,MILLSTADT,"3,916",12,0,0,0,0,0,0
2014,IL08215,NEW ATHENS,"1,981",12,0,0,0,0,0,0
2014,IL08216,O'FALLON,"29,255",12,3,0,0,0,0,0
2014,IL08217,WASHINGTON PARK,"4,046",12,0,0,0,0,0,0
2014,IL08220,FAIRMONT CITY,"2,521",12,0,0,0,0,0,0
2014,IL08221,FAYETTEVILLE,346,12,0,0,0,0,0,0
2014,IL08222,SAUGET,154,12,0,0,0,0,0,0
2014,IL08223,SWANSEA,"13,741",12,0,0,0,0,0,0
2014,IL08224,FAIRVIEW HEIGHTS,"16,885",12,1,0,0,1,0,0
2014,IL08225,SHILOH,"12,991",12,0,0,0,0,0,0
2014,IL08228,SMITHTON,"3,729",12,0,0,0,0,0,0
2014,IL08230,LENZBURG,494,12,0,0,0,0,0,0
2014,IL08240,EAST CARONDELET,486,12,0,0,0,0,0,0
2014,IL08244,SOUTHWESTERN IL COLLEGE,0,12,0,0,0,0,0,0
2014,IL08245,ALTON & SOUTHERN RAILWAY,0,12,0,0,0,0,0,0
2014,IL08300,SALINE,"9,764",12,0,0,0,0,0,0
2014,IL08302,ELDORADO,"4,125",12,0,0,0,0,0,0
2014,IL08303,HARRISBURG,"9,031",12,0,0,0,0,0,0
2014,IL08306,RALEIGH,347,12,0,0,0,0,0,0
2014,IL0840C,STATE FIRE MARSHAL,0,12,0,0,0,0,0,0
2014,IL08400,SANGAMON,"36,633",12,0,0,0,0,0,0
2014,IL08401,GRANDVIEW,"1,437",12,0,0,0,0,0,0
2014,IL08402,SPRINGFIELD,"117,134",12,0,0,0,0,0,0
2014,IL08404,CHATHAM,"12,186",12,0,0,0,0,0,0
2014,IL08406,PAWNEE,"2,732",12,0,0,0,0,0,0
2014,IL08407,RIVERTON,"3,470",12,0,0,0,0,0,0
2014,IL08409,ROCHESTER,"3,786",12,0,0,0,0,0,0
2014,IL08411,DIVERNON,"1,163",12,0,0,0,0,0,0
2014,IL08413,LELAND GROVE,"1,556",12,0,0,0,0,0,0
2014,IL08414,SHERMAN,"4,490",12,0,0,0,0,0,0
2014,IL08415,SOUTHERN VIEW,"1,653",12,0,0,0,0,0,0
2014,IL08416,UNIV OF IL: SPRINGFIELD,0,12,0,0,0,0,0,0
2014,IL08417,JEROME,"1,650",12,0,0,0,0,0,0
2014,IL08423,LOAMI,750,12,0,0,0,0,0,0
2014,IL08424,PLEASANT PLAINS,807,12,0,0,0,0,0,0
2014,IL08427,CAPITOL AIRPORT AUTH,0,12,0,0,0,0,0,0
2014,IL08428,LINCOLN LAND COMM COLLEG,0,12,0,0,0,0,0,0
2014,IL08429,NEW BERLIN,"1,366",12,0,0,0,0,0,0
2014,IL08446,SOUTHERN IL U:SCH OF MED,0,12,0,0,0,0,0,0
2014,IL08489,SECRETARY OF STATE POLIC,0,12,0,0,0,0,0,0
2014,IL08493,IL DEPT OF NATURAL RESOU,0,12,0,0,0,0,0,0
2014,IL08497,ILLINOIS STATE POLICE,0,12,8,0,0,0,0,0
2014,IL08500,SCHUYLER,"4,262",12,0,0,0,0,0,0
2014,IL08501,RUSHVILLE,"3,150",12,0,0,0,0,0,0
2014,IL08600,SCOTT,"2,949",12,0,0,0,0,0,0
2014,IL08604,BLUFFS,693,12,0,0,0,0,0,0
2014,IL08700,SHELBY,"14,155",12,0,0,0,0,0,0
2014,IL08701,MOWEAQUA,"1,775",12,0,0,0,0,0,0
2014,IL08706,COWDEN,595,12,0,0,0,0,0,0
2014,IL08707,FINDLAY,659,12,0,0,0,0,0,0
2014,IL08800,STARK,"3,737",12,0,0,0,0,0,0
2014,IL08900,STEPHENSON,"16,891",12,0,0,0,0,0,0
2014,IL08901,FREEPORT,"24,891",12,0,0,0,0,0,0
2014,IL08902,LENA,"2,850",9,0,0,0,0,0,0
2014,IL08911,DAVIS,657,12,0,0,0,0,0,0
2014,IL08913,GERMAN VALLEY,451,1,0,0,0,0,0,0
2014,IL09000,TAZEWELL,"25,526",12,0,0,0,0,0,0
2014,IL09001,CREVE COEUR,"5,407",7,0,0,0,0,0,0
2014,IL09002,DELAVAN,"1,678",12,0,0,0,0,0,0
2014,IL09003,EAST PEORIA,"23,519",12,0,0,0,0,0,0
2014,IL09004,HOPEDALE,868,12,0,0,0,0,0,0
2014,IL09005,MARQUETTE HEIGHTS,"2,814",12,0,0,0,0,0,0
2014,IL09007,MORTON,"16,586",12,0,0,0,0,0,0
2014,IL09009,PEKIN,"34,080",12,0,0,0,0,0,0
2014,IL09010,WASHINGTON,"15,836",12,0,0,0,0,0,0
2014,IL09012,SOUTH PEKIN,"1,150",12,0,0,0,0,0,0
2014,IL09015,ILLINOIS CENTRAL COLLEGE,0,12,0,0,0,0,0,0
2014,IL09019,DEER CREEK,704,12,0,0,0,0,0,0
2014,IL09022,FON DU LAC PARK DISTRICT,0,12,0,0,0,0,0,0
2014,IL09100,UNION,"10,241",12,0,0,0,0,0,0
2014,IL09101,ANNA,"4,369",12,0,0,0,0,0,0
2014,IL09102,COBDEN,"1,130",12,0,0,0,0,0,0
2014,IL09103,JONESBORO,"1,782",11,0,0,0,0,0,0
2014,IL09200,VERMILION,"23,442",12,0,0,0,0,0,0
2014,IL09201,BELGIUM,394,12,0,0,0,0,0,0
2014,IL09202,CATLIN,"2,042",12,0,0,0,0,0,0
2014,IL09203,DANVILLE,"32,404",12,0,0,0,0,0,0
2014,IL09204,FAIRMOUNT,628,12,0,0,0,0,0,0
2014,IL09205,GEORGETOWN,"3,408",12,0,0,0,0,0,0
2014,IL09206,HOOPESTON,"5,241",12,0,0,0,0,0,0
2014,IL09207,POTOMAC,735,12,0,0,0,0,0,0
2014,IL09208,RANKIN,549,12,0,0,0,0,0,0
2014,IL09209,RIDGE FARM,860,12,0,0,0,0,0,0
2014,IL09211,TILTON,"2,654",12,0,0,0,0,0,0
2014,IL09212,WESTVILLE,"3,147",12,0,0,0,0,0,0
2014,IL09213,OAKWOOD,"1,542",12,0,0,0,0,0,0
2014,IL09216,SIDELL,603,12,0,0,0,0,0,0
2014,IL09218,FITHIAN,479,12,0,0,0,0,0,0
2014,IL09219,HENNING,244,12,0,0,0,0,0,0
2014,IL09220,INDIANOLA,265,12,0,0,0,0,0,0
2014,IL09300,WABASH,"4,516",12,0,0,0,0,0,0
2014,IL09301,MOUNT CARMEL,"7,071",12,0,0,0,0,0,0
2014,IL09400,WARREN,"7,756",12,0,0,0,0,0,0
2014,IL09401,ALEXIS,810,12,0,0,0,0,0,0
2014,IL09403,MONMOUTH,"9,462",12,0,0,0,0,0,0
2014,IL09500,WASHINGTON,"9,042",12,0,0,0,0,0,0
2014,IL09502,NASHVILLE,"3,160",12,0,0,0,0,0,0
2014,IL09503,OKAWVILLE,"1,405",12,0,0,0,0,0,0
2014,IL09505,IRVINGTON,645,2,0,0,0,0,0,0
2014,IL09600,WAYNE,"10,439",12,0,0,0,0,0,0
2014,IL09601,FAIRFIELD,"5,105",12,0,0,0,0,0,0
2014,IL09700,WHITE,"6,530",12,0,0,0,0,0,0
2014,IL09702,GRAYVILLE,"1,653",12,0,0,0,0,0,0
2014,IL09703,NORRIS CITY,"1,266",10,0,0,0,0,0,0
2014,IL09800,WHITESIDE,"19,643",12,0,0,0,0,0,0
2014,IL09801,ALBANY,882,12,0,0,0,0,0,0
2014,IL09802,FULTON,"3,393",12,0,0,0,0,0,0
2014,IL09804,MORRISON,"4,106",12,0,0,0,0,0,0
2014,IL09805,PROPHETSTOWN,"2,026",12,0,0,0,0,0,0
2014,IL09806,ROCK FALLS,"9,169",12,0,0,0,0,0,0
2014,IL09807,STERLING,"15,084",12,0,0,0,0,0,0
2014,IL09809,ERIE,"1,567",12,0,0,0,0,0,0
2014,IL09900,WILL,"103,899",12,0,0,0,0,0,0
2014,IL09901,BEECHER,"4,470",12,0,0,0,0,0,0
2014,IL09902,BOLINGBROOK,"74,049",12,0,0,0,0,0,0
2014,IL09903,BRAIDWOOD,"6,148",12,0,0,0,0,0,0
2014,IL09904,CREST HILL,"20,763",12,0,0,0,0,0,0
2014,IL09905,CRETE,"8,216",12,0,0,0,0,0,0
2014,IL09906,FRANKFORT,"18,255",12,0,0,0,0,0,0
2014,IL09907,JOLIET,"147,838",12,0,0,0,0,0,0
2014,IL09908,LOCKPORT,"25,059",12,0,0,0,0,0,0
2014,IL09909,MONEE,"5,088",12,0,0,0,0,0,0
2014,IL09910,PEOTONE,"4,129",12,0,0,0,0,0,0
2014,IL09911,PLAINFIELD,"42,196",12,0,0,0,0,0,0
2014,IL09912,ROCKDALE,"1,952",12,0,0,0,0,0,0
2014,IL09913,ROMEOVILLE,"39,645",12,0,0,0,0,0,0
2014,IL09914,WILMINGTON,"5,709",12,0,0,0,0,0,0
2014,IL09915,NEW LENOX,"25,093",12,0,0,0,0,0,0
2014,IL09916,MANHATTAN,"7,205",12,0,0,0,0,0,0
2014,IL09917,ELWOOD,"2,264",12,0,0,0,0,0,0
2014,IL09918,CHANNAHON,"12,605",12,0,0,0,0,0,0
2014,IL09921,SHOREWOOD,"16,490",12,0,0,0,0,0,0
2014,IL09922,MOKENA,"19,271",12,0,0,0,0,0,0
2014,IL09931,JOLIET JUNIOR COLLEGE,0,12,0,0,0,0,0,0
2014,IL09960,DIAMOND,"2,497",12,0,0,0,0,0,0
2014,IL09961,GODLEY,674,12,0,0,0,0,0,0
2014,IL09990,HOMER GLEN,"24,333",12,0,0,0,0,0,0
2014,IL09992,LEWIS UNIVERSITY,0,12,0,0,0,0,0,0
2014,IL10000,WILLIAMSON,"24,949",12,0,0,0,0,0,0
2014,IL10001,CARTERVILLE,"5,710",12,0,0,0,0,0,0
2014,IL10002,HERRIN,"12,914",12,0,0,0,0,0,0
2014,IL10004,MARION,"17,466",12,0,0,0,0,0,0
2014,IL10005,CAMBRIA,"1,258",12,1,0,0,0,0,0
2014,IL10008,ENERGY,"1,154",12,0,0,0,0,0,0
2014,IL10011,JOHN A. LOGAN COLLEGE,0,12,0,0,0,0,0,0
2014,IL10100,WINNEBAGO,"59,150",12,0,0,0,0,0,0
2014,IL10101,CHERRY VALLEY,"3,128",12,0,0,0,0,0,0
2014,IL10102,LOVES PARK,"23,629",12,0,0,0,0,0,0
2014,IL10103,PECATONICA,"2,141",4,0,0,0,0,0,0
2014,IL10105,ROCKTON,"7,595",12,0,0,0,0,0,0
2014,IL10106,ROSCOE,"10,654",12,0,0,0,0,0,0
2014,IL10107,SOUTH BELOIT,"7,744",12,0,0,0,0,0,0
2014,IL10109,WINNEBAGO,"3,043",12,0,0,0,0,0,0
2014,IL10112,ROCK VALLEY COLLEGE,0,7,0,0,0,0,0,0
2014,IL10113,ROCKFORD PARK DISTRICT,0,12,0,0,0,0,0,0
2014,IL10117,MACHESNEY PARK,"23,134",12,0,0,0,0,0,0
2014,IL10118,ROCKFORD METRO CENTRE,0,12,0,0,0,0,0,0
2014,IL10200,WOODFORD,"23,531",12,0,0,0,0,0,0
2014,IL10201,EL PASO,"2,825",12,0,0,0,0,0,0
2014,IL10202,EUREKA,"5,397",12,0,0,0,0,0,0
2014,IL10204,MINONK,"2,077",9,0,0,0,0,0,0
2014,IL10213,GOODFIELD,911,12,0,0,0,0,0,0
2014,,ILL,"12,356,875",,53,0,0,9,0,0
2014,INIEP00,IN STATE EXCISE POLICE,0,7,0,0,0,0,0,0
2014,IN00201,FORT WAYNE,"257,172",2,0,0,0,0,0,0
2014,IN00202,NEW HAVEN,"15,635",9,0,0,0,0,0,0
2014,IN00300,BARTHOLOMEW,"33,763",7,0,0,0,0,0,0
2014,IN00301,COLUMBUS,"46,196",12,0,0,0,0,0,0
2014,IN01000,CLARK,"31,392",4,0,0,0,0,0,0
2014,IN01001,CHARLESTOWN,"8,091",6,0,0,0,0,0,0
2014,IN01003,JEFFERSONVILLE,"46,117",7,0,0,0,0,0,0
2014,IN01004,SELLERSBURG,"6,167",8,0,0,0,0,0,0
2014,IN01701,AUBURN,"12,797",1,0,0,0,0,0,0
2014,IN01800,DELAWARE,"47,178",8,0,0,0,0,0,0
2014,IN01801,MUNCIE,"70,347",7,0,0,0,0,0,0
2014,IN01805,BALL STATE UNIVERSITY,0,7,0,0,0,0,0,0
2014,IN02001,ELKHART,"51,366",12,0,0,0,0,0,0
2014,IN02003,NAPPANEE,"6,705",1,0,0,0,0,0,0
2014,IN02200,FLOYD,"36,622",8,0,0,0,0,0,0
2014,IN02201,NEW ALBANY,"36,908",4,0,0,0,0,0,0
2014,IN02600,GIBSON,"22,638",12,0,0,0,0,0,0
2014,IN02700,GRANT,"30,516",3,0,0,0,0,0,0
2014,IN02701,GAS CITY,"6,075",9,0,0,0,0,0,0
2014,IN02702,MARION,"29,475",10,0,0,0,0,0,0
2014,IN02703,FAIRMOUNT,"2,895",8,0,0,0,0,0,0
2014,IN02803,LINTON,"5,326",7,0,0,0,0,0,0
2014,IN02904,WESTFIELD,"34,214",10,0,0,0,0,0,0
2014,IN02907,FISHERS,"85,597",7,0,0,0,0,0,0
2014,IN03001,GREENFIELD,"21,381",6,0,0,0,0,0,0
2014,IN03101,CORYDON,"3,118",3,0,0,0,0,0,0
2014,IN03200,HENDRICKS,"78,276",1,0,0,0,0,0,0
2014,IN03203,PLAINFIELD,"30,727",9,0,0,0,0,0,0
2014,IN03300,HENRY,"31,382",9,0,0,0,0,0,0
2014,IN03400,HOWARD,"24,833",12,0,0,0,0,0,0
2014,IN03601,BROWNSTOWN,"2,995",9,0,0,0,0,0,0
2014,IN03602,SEYMOUR,"19,050",7,0,0,0,0,0,0
2014,IN04200,KNOX,"17,007",12,0,0,0,0,0,0
2014,IN04300,KOSCIUSKO,"58,585",12,0,0,0,0,0,0
2014,IN04301,WARSAW,"14,160",12,0,0,0,0,0,0
2014,IN04302,WINONA LAKE,"4,945",12,0,0,0,0,0,0
2014,IN04501,CEDAR LAKE,"11,736",2,0,0,0,0,0,0
2014,IN04504,LAKE STATION,"12,170",7,0,0,0,0,0,0
2014,IN04514,MERRILLVILLE,"35,714",6,0,0,0,0,0,0
2014,IN04515,ST. JOHN,"15,870",7,0,0,0,0,0,0
2014,IN04516,SCHERERVILLE,"28,953",4,0,0,0,0,0,0
2014,IN04601,LA PORTE,"22,002",7,0,0,0,0,0,0
2014,IN04602,MICHIGAN CITY,"31,508",7,0,0,0,0,0,0
2014,IN04613,NORTHERN IN COMMUTER TRA,0,8,0,0,0,0,0,0
2014,IN04700,LAWRENCE,"28,138",6,0,0,0,0,0,0
2014,IN04800,MADISON,"58,681",9,0,0,0,0,0,0
2014,IN04901,BEECH GROVE,"14,536",8,0,0,0,0,0,0
2014,IN04906,INDIANAPOLIS INTRNTL APT,0,1,0,0,0,0,0,0
2014,IN04940,BUTLER UNIVERSITY,0,6,0,0,0,0,0,0
2014,IN05100,MARTIN,"7,436",2,0,0,0,0,0,0
2014,IN05200,MIAMI,"24,906",7,0,0,0,0,0,0
2014,IN05201,PERU,"11,101",8,0,0,0,0,0,0
2014,IN05300,MONROE,"53,333",8,0,0,0,0,0,0
2014,IN05302,INDIANA UNIV:BLOOMINGTON,0,12,0,0,0,0,0,0
2014,IN05303,ELLETTSVILLE,"6,445",11,0,0,0,0,0,0
2014,IN05400,MONTGOMERY,"22,209",12,0,0,0,0,0,0
2014,IN05600,NEWTON,"14,055",6,0,0,0,0,0,0
2014,IN05702,LIGONIER,"4,373",6,0,0,0,0,0,0
2014,IN06401,CHESTERTON,"13,374",1,0,0,0,0,0,0
2014,IN06802,WINCHESTER,"4,829",7,0,0,0,0,0,0
2014,IN07100,ST. JOSEPH,"113,294",11,0,0,0,0,0,0
2014,IN07201,SCOTTSBURG,"6,720",12,0,0,0,0,0,0
2014,IN07300,SHELBY,"25,478",12,0,0,0,0,0,0
2014,IN07600,STEUBEN,"25,778",6,0,0,0,0,0,0
2014,IN07900,TIPPECANOE,"78,014",12,0,0,0,0,0,0
2014,IN07901,LAFAYETTE,"70,749",12,0,0,0,0,0,0
2014,IN07902,WEST LAFAYETTE,"31,192",12,0,0,0,0,0,0
2014,IN07903,PURDUE UNIVERSITY,0,12,0,0,0,0,0,0
2014,IN08001,TIPTON,"4,970",3,0,0,0,0,0,0
2014,IN08200,VANDERBURGH,"61,573",12,0,0,0,0,0,0
2014,IN08201,EVANSVILLE,"120,372",12,0,0,0,0,0,0
2014,IN08400,VIGO,"45,169",9,0,0,0,0,0,0
2014,IN08401,TERRE HAUTE,"61,085",7,0,0,0,0,0,0
2014,IN08500,WABASH,"15,822",7,0,0,0,0,0,0
2014,IN08700,WARRICK,"55,199",10,0,0,0,0,0,0
2014,IN08904,HAGERSTOWN,"1,754",2,0,0,0,0,0,0
2014,IN09100,WHITE,"19,076",11,0,0,0,0,0,0
2014,KS04605,OLATHE,"133,341",12,0,0,0,0,0,0
2014,KS04606,OVERLAND PARK,"183,108",3,0,0,0,0,0,0
2014,KS04608,ROELAND PARK,"6,872",6,0,0,0,0,0,0
2014,KS08901,TOPEKA,"127,673",3,0,0,0,0,0,0
2014,KS10502,KANSAS CITY,"149,103",3,0,0,0,0,0,0
2014,LA03001,JENA,"3,379",1,0,0,0,0,0,0
2014,LA03002,OLLA,"1,378",2,0,0,0,0,0,0
2014,LA03106,GRAMBLING STATE UNIV,0,1,0,0,0,0,0,0
2014,MD02204,HANCOCK,"1,561",1,0,0,0,0,0,0
2014,MA003BA,MBTA: BRISTOL COUNTY,0,1,0,0,0,0,0,0
2014,MA005BA,MBTA: ESSEX COUNTY,0,1,0,0,0,0,0,0
2014,MA009BA,MBTA: MIDDLESEX COUNTY,0,1,0,0,0,0,0,0
2014,MA011BA,MBTA: NORFOLK COUNTY,0,1,0,0,0,0,0,0
2014,MA012BA,MBTA: PLYMOUTH COUNTY,0,1,0,0,0,0,0,0
2014,MA013BA,MBTA: SUFFOLK COUNTY,0,1,0,0,0,0,0,0
2014,MA014BA,MBTA: WORCESTER COUNTY,0,1,0,0,0,0,0,0
2014,MA311SP,SP: NORFOLK COUNTY,0,1,0,0,0,0,0,0
2014,MIDI055,L TRVRS BAY BNDS ODAWAI,0,3,0,0,0,0,0,0
2014,MI39499,KALAMAZOO,"75,857",1,0,0,0,1,0,0
2014,,MICH,"75,857",,0,0,0,1,0,0
2014,MN01404,MOORHEAD,"39,707",2,3,2,0,0,0,0
2014,MN01702,WINDOM,"4,562",1,1,1,0,0,0,0
2014,MN01911,LAKEVILLE,"59,194",1,1,0,0,1,0,0
2014,MN02711,MINNEAPOLIS,"404,461",12,9,5,0,0,0,0
2014,MN02712,MINNETONKA,"51,769",1,1,0,0,0,0,0
2014,MN06000,POLK,"15,095",1,1,0,0,0,0,0
2014,MN06209,ST. PAUL,"297,984",12,17,4,0,0,0,0
2014,MN07102,ELK RIVER,"23,548",1,1,0,0,0,0,0
2014,MN07306,WAITE PARK,"6,668",2,2,1,0,1,1,0
2014,,MINN,"902,988",,36,13,0,2,1,0
2014,MS00101,NATCHEZ,"15,446",7,0,0,0,0,0,0
2014,MS01000,CHOCTAW,"6,848",2,0,0,0,0,0,0
2014,MS01001,ACKERMAN,"1,471",9,0,0,0,0,0,0
2014,MS01100,CLAIBORNE,"7,726",9,0,0,0,0,0,0
2014,MS01300,CLAY,"9,150",2,0,0,0,0,0,0
2014,MS01403,COAHOMA COMMUNITY COLLEG,0,8,0,0,0,0,0,0
2014,MS01501,CRYSTAL SPRINGS,"4,972",1,0,0,0,0,0,0
2014,MS01701,SOUTHAVEN,"51,474",12,0,0,0,0,0,0
2014,MS01702,OLIVE BRANCH,"35,314",8,0,0,0,0,0,0
2014,MS01704,HORN LAKE,"26,766",8,0,0,0,0,0,0
2014,MS01801,HATTIESBURG,"47,930",12,0,0,0,0,0,0
2014,MS01802,PETAL,"10,898",2,0,0,0,0,0,0
2014,MS02000,GEORGE,"20,244",12,0,0,0,0,0,0
2014,MS02100,GREENE,"12,879",7,0,0,0,0,0,0
2014,MS02101,LEAKESVILLE,882,6,0,0,0,0,0,0
2014,MS02200,GRENADA,"8,618",3,0,0,0,0,0,0
2014,MS02300,HANCOCK,"28,186",9,0,0,0,0,0,0
2014,MS02400,HARRISON,"50,306",1,0,0,0,0,0,0
2014,MS02403,LONG BEACH,"15,571",3,0,0,0,0,0,0
2014,MS02404,PASS CHRISTIAN,"5,261",9,0,0,0,0,0,0
2014,MS02408,D'IBERVILLE,"10,595",9,0,0,0,0,0,0
2014,MS02500,HINDS,"30,898",12,0,0,0,0,0,0
2014,MS02501,JACKSON,"172,376",7,0,0,0,0,0,0
2014,MS02510,JACKSON STATE UNIVERSITY,0,9,0,0,0,0,0,0
2014,MS02516,UNIV OF MS: MEDICAL CTR,0,6,0,0,0,0,0,0
2014,MS02519,STATE CAPITOL POLICE,0,9,0,0,0,0,0,0
2014,MS02900,ITAWAMBA,"19,411",9,0,0,0,0,0,0
2014,MS02901,FULTON,"4,011",9,0,0,0,0,0,0
2014,MS03009,SINGING RIVER HEALTH SYS,0,9,0,0,0,0,0,0
2014,MS03102,HEIDELBERG,684,1,0,0,0,0,0,0
2014,MS03200,JEFFERSON,"5,964",9,0,0,0,0,0,0
2014,MS03400,JONES,"44,732",2,0,0,0,0,0,0
2014,MS03402,LAUREL,"19,080",2,0,0,0,0,0,0
